replicate,case_id,condition,status,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
replicate_03,step_wx200,A0_controlled,SUCCESS,C05,R01,C01,0,0.0,0,0.0,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C06,R07,C07,0,0.5644599303135892,1,0.48397822152455006,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C07,R02,C02,0,0.29400904643219833,0,0.8200451914311618,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C00,R00,,0,0.8839207162448891,1,0.957732647690233,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C01,R01,,0,0.8292598370601493,1,0.7864504028098991,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C02,R04,,0,0.6637931034482768,1,0.6666666666666666,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C03,R05,,0,0.7384615384615397,1,0.8653980433635536,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C04,R06,,0,0.6735200693040724,1,0.9115454530342754,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C05,R07,,0,0.6645914396887164,1,0.4280715921930945,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C06,R03,,0,0.0639119900464935,0,0.022023859180779176,0.0
replicate_03,step_wx200,A1_color_only,SUCCESS,C07,R02,,0,0.5497896213183735,1,0.9881084791888589,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C00,R00,C00,1,0.8935817478487406,1,0.8898803839715935,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C01,R01,C01,1,0.7656249999999996,1,0.7525009166935099,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C02,R02,C02,1,0.5776114546046209,1,0.9615284676921225,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C03,R03,C03,1,0.8417266187050345,1,0.8802142019629662,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C04,R04,C04,1,0.5377899725617359,1,0.9399834143651201,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C05,R05,C05,1,0.6968431396634318,1,0.41371481500222895,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C06,R06,C06,1,0.5630274261603381,1,0.41963626866107545,0.0
replicate_03,step_wx200,A2_color_legend,SUCCESS,C07,R07,C07,1,0.7422159887798041,1,0.9696714694441261,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C00,R00,,0,0.7855168601437272,1,0.9991712232195056,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C01,R01,,0,0.5802089735709888,1,0.40005607156877426,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C02,R02,,0,0.2512820512820516,0,0.7195891636649199,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C03,R03,,0,0.5991904166392417,1,0.5615513495443696,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C04,R05,,0,0.6225769669327268,1,0.659095951192457,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C05,R06,,0,0.688904285855687,1,0.5621996407131283,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C06,R04,,0,0.7288042791559618,1,0.23576636619653257,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C07,R08,,0,0.3562574970011998,0,0.4422173638170792,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C08,R09,,0,0.3027604630454147,0,0.3039434318951071,0.0
replicate_03,step_wx250s,A0_controlled,SUCCESS,C09,R07,,0,0.2808003488203093,0,0.017370231394621637,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C00,R01,,0,0.8119231728610623,1,0.9585524354670746,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C01,R02,,0,0.6614173228346465,1,0.6780807792089393,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C02,R03,,0,0.36509493272978766,0,0.9197599654642226,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C03,R05,,0,0.5460074034902156,1,0.9697669305189094,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C04,R06,,0,0.6785601941311289,1,0.8279570146115056,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C05,R07,,0,0.6439412189833778,1,0.7075654563918703,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C06,R04,,0,0.724453352769679,1,0.18655550196262385,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C07,R08,,0,0.6085761407366695,1,0.74471272716119,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C08,R09,,0,0.5884270578647106,1,0.7915403610057776,0.0
replicate_03,step_wx250s,A1_color_only,SUCCESS,C09,R00,,0,0.0,0,0.0,0.0
replicate_03,step_wx250s,A2_color_legend,FAILURE,C00,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C01,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C02,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C03,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C04,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C05,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C06,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C07,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C08,,,0,0,0,0,1
replicate_03,step_wx250s,A2_color_legend,FAILURE,C09,,,0,0,0,0,1
